"credit_card_number","gender","occupation","transaction_hour","total_transactions","total_spent","average_transaction_value","fraud_transactions"
"4292902571056973207","M","Therapist, horticultural","16","93","6543.4","70.35913978494624","0"
"30118423745458","M","Drilling engineer","16","115","5879.080000000001","51.1224347826087","0"
"4169388510116","F","Database administrator","16","55","2589.43","47.08054545454545","0"
"630469040731","F","Barrister","16","87","4059.6700000000005","46.6628735632184","0"
"6011381817520024","F","Product/process development scientist","16","53","2351.59","44.36962264150944","0"
"4301028321766222513","M","Secretary/administrator","16","96","10329.71","107.60114583333332","0"
"30248898834493","M","Chief Operating Officer","16","39","2230.83","57.20076923076923","0"
"4060579726528237","M","Theatre director","16","55","3675.7199999999993","66.83127272727272","0"
"2280870154157385","F","Transport planner","16","24","917.48","38.22833333333333","0"
"4906628655840914250","M","Town planner","16","154","5615.38","36.46350649350649","0"
"36913587729122","F","Intelligence analyst","16","143","9297.600000000002","65.01818181818183","0"
"630441765090","F","Corporate investment banker","16","85","3836.38","45.13388235294118","0"
"6011860238257910","F","Programme researcher, broadcasting/film/video","16","94","4147.15","44.11861702127659","0"
"30560609640617","M","Town planner","17","76","3165.35","41.64934210526316","0"
"3546897637165774","F","Barrister","17","75","3910.6400000000003","52.14186666666667","0"
"4826655832045236","F","Counselling psychologist","17","111","6519.839999999999","58.73729729729729","0"
"630451534402","F","Immunologist","17","172","6891.450000000001","40.06656976744186","0"
"3596357274378601","M","Advice worker","17","121","5258.88","43.46181818181818","0"
"4147608975828480","M","Health and safety adviser","17","79","3279.25","41.50949367088607","0"
"584673555952","F","Make","17","87","4205.71","48.34149425287357","0"
"630471368021","M","Designer, interior/spatial","17","26","2264.5199999999995","87.09692307692306","0"
"4914700582394237","M","Bookseller","17","20","1650.1900000000003","82.50950000000002","0"
"6011679934075347","F","Public librarian","17","90","3799.67","42.218555555555554","0"
"4247921790666","F","Television floor manager","17","56","2448.9500000000003","43.73125","0"
"3502088871723054","M","Operations geologist","17","132","9714.740000000002","73.59651515151516","0"
"30235438713303","M","Exhibition designer","17","172","9878.73","57.43447674418604","0"
"6011388901471808","F","Mining engineer","17","78","3554.8900000000003","45.57551282051283","0"
"4716561796955522","F","Water engineer","17","187","9747.23","52.12422459893048","0"
"348789608637806","F","Telecommunications researcher","17","87","4559.63","52.40954022988506","0"
"4220495028289516646","F","Wellsite geologist","17","38","3796.48","99.90736842105264","0"
"4467456915153312231","F","Waste management officer","17","38","2647.3900000000003","69.66815789473685","0"
"213126662687660","M","Video editor","17","94","4897.5599999999995","52.10170212765957","0"
"3587044315915002","M","Clothing/textile technologist","17","85","8124.5","95.58235294117647","0"
"4449530933957323","F","Occupational psychologist","17","80","4089.5799999999995","51.119749999999996","0"
"4783226709001","F","Film/video editor","17","70","3859.41","55.13442857142857","0"
"30033162392091","M","Metallurgist","17","37","3891.59","105.1781081081081","0"
"501899453424","F","Ceramics designer","17","57","2985.95","52.38508771929824","0"
"2719496466799416","F","Hospital pharmacist","17","33","1412.5","42.803030303030305","0"
"4798937978667559470","M","Water quality scientist","17","31","2723.3499999999995","87.84999999999998","1"
"30266994494236","F","Chief Operating Officer","17","88","3334.2200000000003","37.88886363636364","0"
"3567879740649740","F","Producer, radio","17","78","2911.33","37.32474358974359","0"
"4769426683924058915","F","Mining engineer","17","78","4290.16","55.00205128205128","0"
"30026790933302","M","Technical brewer","17","111","10318.33","92.95792792792793","0"
"3546897637165774","F","Barrister","18","96","4630.5599999999995","48.23499999999999","0"
"2222001896600109","F","Buyer, industrial","18","96","3858.87","40.1965625","0"
"6011366578560244","M","Nutritional therapist","18","140","7332.15","52.372499999999995","0"
"180094419304907","F","Designer, exhibition/display","18","180","14025.660000000002","77.92033333333335","0"
"345933964507467","F","Regulatory affairs officer","18","210","8733.120000000003","41.58628571428573","0"
"6011542681743618","F","Engineer, mining","18","133","8304.609999999999","62.440676691729315","0"
"2703186189652095","F","Psychologist, counselling","18","117","11338.239999999998","96.90803418803416","0"
"4377338765909719","M","Geologist, wellsite","18","120","6334.87","52.79058333333333","0"
"30143535920989","F","Engineer, control and instrumentation","18","93","8440.49","90.7579569892473","0"
"6011893664860915","F","Water engineer","18","185","11176.82","60.41524324324324","0"
"213141712584544","F","Fine artist","18","183","15827.79","86.49065573770493","0"
"676173792455","F","Civil engineer, contracting","18","56","3998.6499999999996","71.40446428571428","0"
"30273037698427","M","Careers information officer","18","206","15967.19","77.51063106796117","0"
"376262134119629","M","Radiographer, therapeutic","18","39","1980.56","50.783589743589744","0"
"3513506355699497","F","Scientist, clinical (histocompatibility and immunogenetics)","18","45","3207.1600000000003","71.27022222222223","0"
"6011367958204270","F","Medical sales representative","18","180","14612.7","81.18166666666667","0"
"4045036286570100739","F","Product manager","18","38","2559.36","67.35157894736842","0"
"6011917798331152","M","Scientific laboratory technician","18","44","2502.92","56.88454545454545","0"
"4428154703770710","F","Chief Marketing Officer","18","48","2344.1299999999997","48.83604166666666","0"
"374930071163758","M","Police officer","18","145","9997.98","68.95158620689655","1"
"213180742685905","F","Therapist, occupational","18","97","3791.91","39.091855670103094","0"
"6011305591981276","M","Engineer, automotive","18","41","2149.93","52.437317073170725","0"
"6011860238257910","F","Programme researcher, broadcasting/film/video","18","104","5118.9","49.2201923076923","0"
"6011438889172900","F","Electrical engineer","18","157","11124.77","70.8584076433121","0"
"4783226709001","F","Film/video editor","18","70","3491.4700000000003","49.87814285714286","0"
"3559679414981506","F","Theme park manager","18","82","5730.49","69.8840243902439","0"
"6547670341037171","M","Management consultant","18","66","4322.849999999999","65.49772727272726","1"
"4990494243023","M","Energy engineer","18","82","3951.3899999999994","48.18768292682926","0"
"4383521454815","M","Academic librarian","18","59","2790.78","47.30135593220339","0"
"180058696935600","M","Chartered accountant","18","31","2942.05","94.90483870967742","0"
"4979422371139333","F","Product designer","18","84","4512.46","53.7197619047619","0"
"2720830304681674","F","Pathologist","18","60","4120.599999999999","68.67666666666666","0"
"30487648872433","F","Counsellor","18","46","1883.98","40.95608695652174","0"
"30235268718158","M","Lexicographer","18","89","7974.110000000001","89.59674157303371","0"
"4259996134423","F","Probation officer","18","45","2257.0","50.15555555555556","0"
"4067137330196900","F","Politician's assistant","18","72","4903.539999999999","68.10472222222221","0"
"4992346398065154184","M","Audiological scientist","18","83","4073.84","49.08240963855422","0"
"3502377050801561","F","Scientist, biomedical","19","56","3238.37","57.82803571428571","0"
"502038091380","M","Engineer, agricultural","19","74","8100.960000000001","109.47243243243244","0"
"4890424426862856940","M","Magazine features editor","19","96","6344.49","66.0884375","0"
"4826655832045236","F","Counselling psychologist","19","77","3464.44","44.99272727272727","0"
"4254074738931278","M","Radio producer","19","26","1155.65","44.448076923076925","0"
"180018375329178","F","Geophysicist/field seismologist","19","107","8205.140000000001","76.68355140186917","0"
"6011148190095209","F","Buyer, industrial","19","85","8647.099999999999","101.7305882352941","0"
"3568255211412877","M","Biomedical engineer","19","104","6925.26","66.58903846153846","0"
"4646845581490336108","F","Film/video editor","19","144","11823.55","82.1079861111111","0"
"3590736522064285","F","Scientist, audiological","19","172","15405.440000000002","89.56651162790699","0"
"584673555952","F","Make","19","84","4944.73","58.86583333333333","0"
"3560697798177746","M","Learning mentor","19","46","3130.0200000000004","68.04391304347827","0"
"370612217861404","F","Administrator, charities/voluntary organisations","19","89","5687.55","63.905056179775286","0"
"180047222886866","F","English as a foreign language teacher","19","32","1273.13","39.7853125","0"
"30135235368675","F","Engineer, production","19","108","8366.59","77.46842592592593","0"
"4186530744674","F","Technical brewer","19","55","2978.4","54.152727272727276","0"
"374656033243756","M","Mudlogger","19","78","3730.32","47.824615384615385","0"
"4342532437704183","M","Further education lecturer","19","89","7939.110000000001","89.20348314606743","0"
"372246459334925","M","Multimedia programmer","19","76","4129.9400000000005","54.34131578947369","0"
"4003989662068504","M","Radio broadcast assistant","19","158","11502.37","72.79981012658229","0"
"2719496466799416","F","Hospital pharmacist","19","33","5503.369999999999","166.76878787878786","0"
"213173753804333","M","Doctor, general practice","19","54","3139.56","58.14","0"
"30270432095985","F","Environmental consultant","19","175","6760.329999999999","38.63045714285714","0"
"2233882705243596","F","Medical physicist","19","86","4391.18","51.06023255813954","0"
"2264937662466770","M","Land","20","160","20632.489999999998","128.9530625","0"
"4427805710168","F","Licensed conveyancer","20","113","5126.659999999999","45.36867256637167","0"
"3577663406369449","M","Counselling psychologist","20","20","1262.0900000000001","63.10450000000001","0"
"343464013864032","F","Call centre manager","20","49","2659.84","54.28244897959184","0"
"30290551782700","M","Commissioning editor","20","40","2319.4500000000003","57.986250000000005","0"
"3568255211412877","M","Biomedical engineer","20","110","4794.83","43.589363636363636","0"
"4079773899158","M","Cartographer","20","82","2931.31","35.74768292682927","0"
"3575540972310993","F","Curator","20","104","6232.08","59.923846153846156","0"
"4810839835482794272","F","Production manager","20","132","4763.82","36.08954545454545","0"
"38199021865320","M","Naval architect","20","102","10740.02","105.2943137254902","0"
"38295635583927","F","Warden/ranger","20","108","6860.4","63.52222222222222","0"
"4509922033272157","F","Neurosurgeon","20","65","10073.859999999999","154.9824615384615","0"
"4170689372027579","M","Media buyer","20","134","5368.609999999999","40.06425373134327","0"
"4469777115158234880","M","Market researcher","20","131","5741.09","43.82511450381679","0"
"6592074504369261","F","Commercial horticulturist","20","33","2022.91","61.300303030303034","0"
"3558881852140592","M","Geologist, engineering","20","49","1941.77","39.62795918367347","0"
"6597248210463122","M","Optometrist","20","29","1652.1699999999996","56.971379310344815","0"
"4509922033272157","F","Neurosurgeon","21","68","3845.0800000000004","56.54529411764707","0"
"180046617132290","F","Teacher, secondary school","21","25","1648.9299999999998","65.9572","0"
"213155997615567","M","Race relations officer","21","46","4956.0","107.73913043478261","0"
"6592074504369261","F","Commercial horticulturist","21","29","1449.31","49.97620689655172","1"
"4839043708100390","F","Geochemist","21","60","4708.74","78.479","0"
"3506592072985012","M","Engineer, communications","21","103","4800.33","46.60514563106796","0"
"6538441737335434","F","Energy manager","21","203","13022.949999999999","64.15246305418718","0"
